Origin Airport Code,Destination Airport Code,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Great Circle Distance,Timezone Difference,Continent Origin,Continent Destination,Route Popularity,Flight_Distance
ORG586,DST117,-29.4022646,156.0508806,-32.31352849,122.7420033,3183.202209,11,Australia,Australia,51,3182.897104
ORG118,DST951,-25.01835103,153.6451081,-24.52584598,130.7855521,2305.884638,-12,Australia,Australia,240,2286.81794
ORG434,DST844,25.78312099,53.31693169,68.3844704,0.265380863,5877.774282,4,Asia,Europe,576,5837.337624
ORG721,DST667,-26.2636615,-82.59399907,-40.06524675,143.8823493,11211.2087,1,South America,Australia,33,11225.22511
ORG326,DST744,-18.37201659,137.7410809,-50.10680067,-32.49146212,12340.27739,-8,Australia,South America,235,12334.39024
ORG686,DST641,56.92357436,77.56791775,50.3171141,92.68097067,1233.796473,8,Asia,Asia,19,1237.901253
ORG369,DST797,66.31570826,28.25786812,60.54919662,-112.7937411,5551.046255,-8,Europe,North America,914,5589.142485
ORG924,DST215,19.00528302,-93.80110478,28.2743931,40.83700174,12845.07365,-12,North America,Asia,667,12855.09999
ORG216,DST248,-34.47345848,156.9890611,-8.220971006,25.92527456,13017.30177,-4,Australia,Africa,179,12983.41288
ORG276,DST749,48.43070816,122.7793281,-39.19670709,130.7519087,9775.41292,-1,Asia,Australia,75,9740.462844
ORG936,DST738,67.76097232,-23.63789111,37.52273428,17.80286687,4217.352842,5,Europe,Europe,320,4216.348694
ORG597,DST197,41.96137225,-90.78603313,42.92544032,140.9378362,9253.487566,-7,North America,Asia,673,9275.260509
ORG284,DST998,51.79798014,-65.20564702,45.24657186,-144.0008184,5560.774993,-7,North America,North America,446,5566.323431
ORG986,DST793,-23.7053018,155.3048407,-18.29382028,115.7173205,4140.35122,1,Australia,Australia,876,4156.339242
ORG605,DST862,-43.66480553,159.248114,-25.13741186,-33.33626171,12257.46653,-7,Australia,South America,979,12263.34977
ORG866,DST228,48.5882093,103.3996055,-51.88389133,-58.79184194,18700.3353,4,Asia,South America,711,18717.23092
ORG273,DST555,20.48584602,97.45985217,28.108001,81.45357013,1827.727213,4,Asia,Asia,323,1829.640899
ORG542,DST546,40.54299135,-147.1269181,-40.11559512,-69.19281489,11931.03022,10,North America,South America,762,11960.1063
ORG698,DST878,-26.03468451,47.33752785,33.95774005,49.20731567,6673.772325,5,Africa,Asia,430,6641.049823
ORG520,DST940,10.0909658,-76.87812395,50.90284283,28.83315727,10212.41184,9,South America,Europe,555,10238.4678
ORG201,DST397,36.67624433,-1.267601412,13.57039643,88.496771,9091.071857,0,Europe,Asia,91,9084.23253
ORG752,DST265,35.46615647,-9.689890047,6.148682086,-69.03139693,6853.647509,-12,Europe,South America,864,6850.453403
ORG600,DST933,-35.49034058,137.7025432,-49.5840566,-60.37826723,10388.72636,10,Australia,South America,321,10353.8583
ORG200,DST349,-22.1844619,156.4794048,46.11609838,46.94271456,13246.69586,11,Australia,Europe,311,13226.69885
ORG250,DST154,30.20727497,-111.0238753,18.51832928,5.865307365,11360.81771,0,North America,Africa,757,11347.66721
ORG975,DST176,32.3673349,-131.3085586,-23.83740454,129.8572424,12183.94902,-5,North America,Australia,951,12215.81325
ORG113,DST163,-32.80797097,-3.174626718,25.70482981,-118.5230031,13788.46932,-11,Africa,North America,921,13768.57888
ORG734,DST381,-17.66258336,122.9189539,45.38299904,37.03306168,11082.70531,-9,Australia,Europe,228,11058.54921
ORG318,DST645,68.32659107,-132.7674294,50.14866649,85.51162167,6466.26691,1,North America,Asia,381,6493.649076
ORG271,DST652,4.694960063,-33.30708859,38.61375577,-21.3041775,3961.791408,11,South America,Europe,480,3957.950947
ORG960,DST646,-21.97901483,24.22708023,20.45174117,-60.44207531,10326.5584,-6,Africa,North America,220,10345.46639
ORG660,DST692,29.74601929,50.77833923,48.81904863,13.71398895,3774.211272,-10,Asia,Europe,628,3775.456738
ORG969,DST852,54.13081641,9.420679333,59.32670013,75.55493199,3905.510683,8,Europe,Asia,468,3940.638482
ORG372,DST304,-40.75989664,110.6716058,60.62525104,-80.92796052,17668.02605,6,Australia,North America,510,17693.02869
ORG285,DST322,10.15060617,-44.20348849,66.19282334,1.227395012,7104.340202,-6,South America,Europe,639,7138.883864
ORG742,DST305,13.87573517,106.6134727,-30.34131528,-67.43615768,18085.3206,3,Asia,South America,958,18040.18663
ORG763,DST124,-34.58217929,151.8471911,-28.98962122,125.9494953,2517.83805,3,Australia,Australia,541,2483.853415
ORG424,DST960,50.36099843,46.70276871,-35.82690695,137.6246757,13046.24566,7,Europe,Australia,944,13001.22678
ORG563,DST172,64.38467963,-84.01965516,44.22282704,74.70398671,7795.977732,10,North America,Asia,383,7782.300838
ORG803,DST972,47.82896565,-161.1841126,-37.44174895,112.8220803,12722.36279,3,North America,Australia,873,12681.64664
ORG276,DST143,66.49851373,-152.4293401,31.18690672,49.54588459,8993.337325,9,North America,Africa,933,9011.496868
ORG888,DST210,-36.78113098,151.322706,53.49831685,-100.6860506,14337.11427,4,Australia,North America,275,14339.92559
ORG689,DST575,-43.22900537,-33.38051354,-25.27913781,-39.19445032,2064.845781,-11,South America,South America,529,2110.3269
ORG910,DST186,21.75837005,-139.1340902,68.53895052,-145.6085322,5220.68342,12,North America,North America,695,5186.990382
ORG151,DST955,-43.28341193,150.0871357,-24.90656366,9.516110346,11428.96531,-7,Australia,Africa,632,11455.03186
ORG210,DST164,30.64331641,-77.05296149,-49.18256597,-31.16073793,9971.32741,-3,North America,South America,958,9955.810136
ORG411,DST582,6.344934767,20.71267338,10.54537806,104.9893876,9256.159696,9,Africa,Asia,352,9211.937694
ORG704,DST534,18.73495985,-143.3988629,35.39153796,82.8028284,12274.13846,3,North America,Asia,297,12318.02372
ORG227,DST951,59.84677906,11.4368655,48.77126901,39.10922183,2151.708396,9,Europe,Europe,571,2200.541998
ORG745,DST367,27.13354762,-143.6068446,11.79923952,138.2040714,8255.397291,-12,North America,Asia,292,8216.051146
ORG315,DST132,-16.48505952,126.8875213,-9.665363434,-60.32989213,17000.82852,-3,Australia,South America,270,16975.44807
ORG326,DST514,-9.916879252,6.833543892,50.56775119,32.79543143,7179.08582,-9,Africa,Europe,356,7213.732901
ORG988,DST773,-10.32825208,121.5106492,-46.65300873,-45.81193585,13554.75228,-4,Australia,South America,142,13562.9169
ORG294,DST310,32.3664389,65.60370865,-31.75660173,-68.14654575,15691.1237,-9,Asia,South America,805,15671.19565
ORG502,DST829,47.07239509,-22.44497155,64.83394279,27.9555219,3566.952389,3,Europe,Europe,228,3584.14104
ORG199,DST413,31.36304148,-163.35097,-9.608569581,-36.61631383,14031.38445,6,North America,South America,676,13995.82872
ORG412,DST941,47.68157658,-13.59718399,-35.26998104,158.2479601,18478.90003,4,Europe,Australia,837,18454.08336
ORG809,DST354,23.5573491,-118.4263642,19.78922993,-93.36529869,2619.828708,9,North America,North America,443,2588.737851
ORG696,DST153,56.50590041,-129.5013158,36.82142984,125.864087,7467.647358,-8,North America,Asia,75,7503.125222
ORG352,DST929,-1.201978829,-55.42286787,-26.19923265,48.57020067,11340.20164,1,South America,Africa,445,11379.16685
ORG296,DST754,23.08493404,-76.98690391,10.08399372,26.68954884,10937.78302,-2,North America,Africa,141,10950.00224
ORG546,DST102,51.27163563,-14.04987309,-21.4778221,114.6911083,14515.27835,-3,Europe,Australia,635,14521.95235
ORG942,DST252,-0.001517752,20.38721166,-42.25371796,127.4948495,11405.82121,11,Africa,Australia,203,11373.17692
ORG584,DST739,53.95104567,48.18064347,16.72035938,130.2097822,7994.329469,7,Europe,Asia,896,8003.71662
ORG486,DST898,56.3094665,75.93412107,-31.31384922,121.3477343,10644.18706,-1,Asia,Australia,108,10620.76448
ORG903,DST808,69.69460416,9.008100027,-42.98897496,155.2715041,16487.40657,1,Europe,Australia,882,16471.98769
ORG973,DST375,-23.39949905,151.0714343,46.03749027,17.95548385,15140.51049,6,Australia,Europe,944,15108.75319
ORG565,DST700,-18.60427225,149.746256,-16.65293718,117.0223325,3469.975036,-7,Australia,Australia,291,3421.818632
ORG723,DST830,69.364111,-6.315675505,67.98585088,24.08077477,1225.633982,-5,Europe,Europe,88,1252.646104
ORG619,DST486,4.159835185,-84.8179571,-36.18563382,150.0726803,13386.17103,1,South America,Australia,70,13351.85359
ORG374,DST569,-42.09468508,-48.28903383,34.96779217,130.9114194,19219.57793,-3,South America,Asia,241,19179.09566
ORG850,DST543,33.21627449,-121.3539766,55.09376959,-21.02846472,7637.821766,11,North America,Europe,173,7653.839792
ORG103,DST707,-1.487900867,48.00134551,38.13947888,130.2860278,9436.45808,-11,Africa,Asia,970,9399.884983
ORG224,DST433,-31.79275651,135.0375821,-20.15421243,134.0332752,1298.012385,-11,Australia,Australia,211,1289.100811
ORG613,DST543,58.24470122,-10.22738932,-27.58841613,-48.71538258,10190.29007,8,Europe,South America,542,10162.90027
ORG397,DST897,17.70791778,59.8934258,-4.034645588,37.18045378,3471.722341,-11,Asia,Africa,679,3478.682383
ORG540,DST381,18.50296189,-91.49148185,17.68845612,130.9657084,13872.69006,0,North America,Asia,450,13914.51357
ORG210,DST678,-29.23053955,-69.47383314,-5.304938302,17.34859734,9412.175215,10,South America,Africa,431,9430.635623
ORG578,DST427,36.19723645,28.90195501,11.32262222,-52.91173151,8538.005092,-6,Europe,South America,417,8515.178693
ORG383,DST761,40.30306277,14.60135003,-53.31860547,-78.29555801,13655.14907,9,Europe,South America,564,13660.82206
ORG724,DST495,16.64900422,19.57600889,41.49299238,-73.87174694,9069.775985,0,Africa,North America,300,9072.787383
ORG277,DST129,-19.11113448,-49.91194098,54.11185741,35.99500062,11458.06234,1,South America,Europe,320,11497.91576
ORG170,DST415,-31.28155674,148.6913387,-42.17976651,112.9023017,3382.012721,8,Australia,Australia,797,3427.684027
ORG506,DST965,41.06149289,-76.33662999,5.216631548,-5.083831781,8059.31963,10,North America,Africa,293,8048.74885
ORG605,DST565,41.1895671,-139.7004224,-27.91939082,49.67540872,18310.38039,-11,North America,Africa,470,18292.02712
ORG556,DST297,-19.44624015,32.53018673,-21.65967967,136.0945757,10534.79691,2,Africa,Australia,154,10571.1123
ORG959,DST680,-40.84682532,-71.26107203,-29.60554046,-82.85733369,1631.489411,-3,South America,South America,1000,1596.624352
ORG950,DST233,67.01058927,23.49444746,26.12052522,14.21327524,4591.268025,-2,Europe,Africa,752,4627.275643
ORG346,DST278,-28.54848794,135.2876606,-16.62977699,30.42729741,10511.95083,-4,Australia,Africa,381,10534.34186
ORG521,DST264,-48.58946186,-75.37186311,40.61045484,-75.47709512,9918.58359,1,South America,North America,379,9877.332803
ORG723,DST338,26.60979801,34.70726555,38.62099936,124.8918862,8217.265749,-6,Africa,Asia,706,8229.702958
ORG804,DST873,44.2345187,-114.9847774,8.657738913,50.40986471,13952.80105,-5,North America,Asia,56,13984.52771
ORG356,DST303,-0.883246182,-49.04992085,15.79731498,33.96651107,9287.476374,8,South America,Africa,717,9240.13575
ORG109,DST378,16.30296962,54.68622462,12.47306824,79.10757266,2662.793527,0,Asia,Asia,774,2677.797054
ORG516,DST368,-28.11657049,146.4597802,-26.75799769,22.93215216,11439.11942,-12,Australia,Africa,987,11432.5594
ORG361,DST164,53.79796441,30.99923093,-37.26140939,157.2960708,15575.11195,-1,Europe,Australia,853,15576.74207
ORG314,DST198,55.35756371,133.1320857,7.082834573,89.61026906,6594.242457,-5,Asia,Asia,934,6544.329103
ORG257,DST892,-45.12907208,-35.53617496,-37.60491292,126.8097488,10646.69112,11,South America,Australia,430,10600.82286
ORG155,DST395,54.65584467,9.219864668,66.03383143,-57.48430511,3673.801305,8,Europe,North America,683,3644.331737
ORG887,DST546,38.82155035,-123.1898287,38.42624903,-3.768639688,9434.667433,-3,North America,Europe,585,9446.358306
ORG940,DST418,-20.15474723,115.112306,-2.563967143,-68.8586583,17451.99497,-12,Australia,South America,664,17422.2538
ORG900,DST782,42.3817004,23.56681485,17.24627074,-117.0817793,12256.17085,2,Europe,North America,1,12297.70235
ORG459,DST520,-35.50743955,-52.46164941,-11.51152203,155.4003465,14022.39955,10,South America,Australia,145,14028.55714
ORG946,DST468,50.00910401,18.44019402,-5.18866857,-80.30922503,11074.21142,-3,Europe,South America,141,11108.99754
ORG638,DST628,-29.4066043,133.7755783,-38.63064077,-33.6122438,12337.27904,12,Australia,South America,992,12309.80581
ORG115,DST418,35.55450788,-114.8910671,-31.04147343,51.32495883,18640.80579,-4,North America,Africa,242,18594.095
ORG253,DST674,37.10129765,104.0104285,38.80250137,-19.02306559,9757.886061,9,Asia,Europe,267,9798.801487
ORG197,DST953,36.25711689,47.13014107,19.77146756,30.91711249,2420.16394,9,Asia,Africa,910,2403.690756
ORG610,DST112,-53.89725058,-61.32070178,-0.548438196,-42.62504015,6175.601749,4,South America,South America,712,6209.547599
ORG338,DST575,-31.16888331,-69.11200994,31.00458612,92.15183314,18232.96327,-5,South America,Asia,386,18205.78452
ORG697,DST150,1.276482405,-52.02119387,-28.80297843,112.6192996,16547.55711,1,South America,Australia,119,16593.94728
ORG501,DST183,42.6509534,33.97142387,43.25618104,13.68520088,1648.297715,-8,Europe,Europe,208,1614.45277
ORG473,DST210,-44.2889875,148.4961758,16.75835266,12.62866305,14888.01117,-9,Australia,Africa,2,14894.83812
ORG506,DST320,67.60167376,-12.75126835,15.65994998,-9.09930215,5781.682293,-3,Europe,Africa,495,5797.638181
ORG868,DST942,39.71491212,6.273175091,-38.37530769,-77.32357973,12146.23679,-11,Europe,South America,350,12118.04272
ORG987,DST482,67.52554452,-147.8830336,-33.16642873,6.466245972,15851.84963,-10,North America,Africa,986,15834.60896
ORG556,DST381,13.02966746,-11.06280433,69.37192622,-12.55280241,6265.861572,-1,Africa,Europe,311,6227.53158
ORG590,DST291,17.70591634,-133.7056777,33.57456,25.44583214,13899.0895,1,North America,Africa,823,13862.97483
ORG150,DST502,48.70155598,24.69097877,13.09410579,43.56847414,4323.390506,-8,Europe,Africa,899,4349.909477
ORG866,DST440,2.654006252,76.9124056,46.69061785,-133.6982821,13763.841,8,Asia,North America,97,13742.89752
ORG536,DST481,27.92695848,100.1735126,-13.29990636,134.0246818,5857.069295,10,Asia,Australia,458,5885.610519
ORG852,DST417,-16.86001751,37.78671983,44.70623168,-92.73878489,14482.0925,-3,Africa,North America,324,14466.78809
ORG554,DST585,54.03724224,119.6949342,30.13428155,-13.06452296,9615.337813,0,Asia,Africa,625,9612.073715
ORG177,DST778,3.479421139,-61.28288638,3.723756659,-39.52202933,2415.010832,8,South America,South America,548,2438.360569
ORG445,DST390,12.20358438,102.2653968,-17.8170772,-58.50240102,17858.8729,11,Asia,South America,948,17811.12031
ORG642,DST273,-14.6652473,13.48870101,31.14406505,52.74552071,6596.500843,-3,Africa,Asia,737,6635.858362
ORG324,DST581,36.9841165,-22.30337321,-23.3896873,137.293559,17548.53555,11,Europe,Australia,766,17513.58743
ORG702,DST149,-17.11131055,114.807461,-30.71658544,128.5402434,2054.543241,-10,Australia,Australia,381,2019.81384
ORG648,DST689,54.11522702,29.45782907,-34.30335431,138.966007,14254.32963,-8,Europe,Australia,299,14280.77008
ORG582,DST652,57.74176119,-150.8264735,-18.99446723,-30.94481273,13541.42763,-1,North America,South America,962,13503.11166
ORG934,DST826,47.17217447,12.79748201,55.83305781,47.61055254,2561.377794,2,Europe,Asia,381,2552.095297
ORG641,DST820,43.22106267,-106.2421006,62.58206034,-13.90593007,5953.764727,-1,North America,Europe,197,5912.349876
ORG215,DST384,63.02816357,43.60257184,-4.344528657,46.36638757,7495.132168,6,Europe,Africa,979,7466.471455
ORG143,DST766,-9.230310358,46.6623787,-16.28163584,159.139317,12064.3271,6,Africa,Australia,596,12062.36874
ORG976,DST910,20.38545405,-165.5765441,11.4549394,-49.38089515,12193.17813,0,North America,South America,650,12172.50236
ORG323,DST924,-0.001848687,-0.809382757,5.694449465,79.39489187,8923.756894,10,Africa,Asia,379,8949.251087
ORG510,DST970,57.81307959,135.5844213,59.16328113,-129.4607949,5039.865947,1,Asia,North America,737,5063.727286
ORG982,DST841,58.42952973,-8.483231061,62.50292761,25.19222385,1877.064648,2,Europe,Europe,590,1926.384195
ORG326,DST714,47.63174421,-125.4033441,40.36317341,-99.2361476,2230.48849,1,North America,North America,775,2221.254312
ORG317,DST860,13.8392647,133.7109707,-10.55680242,-19.00676396,17029.27758,10,Asia,Africa,901,16983.75712
ORG526,DST958,58.96434658,-127.2433587,35.49130367,139.7756705,6849.513893,-12,North America,Asia,64,6819.035456
ORG816,DST928,39.99783133,36.55033282,65.19847315,-145.4105685,8316.54908,6,Europe,North America,132,8283.777756
ORG694,DST689,44.61162785,-62.91019837,29.70722658,-18.04902319,4242.948482,11,North America,Africa,273,4263.282165
ORG164,DST223,35.44771716,0.178924695,59.50266036,23.76190569,3171.607444,7,Europe,Europe,527,3147.222473
ORG956,DST886,43.30309497,-5.188089844,2.261723487,21.02277711,5248.201266,-12,Europe,Africa,587,5215.149876
ORG226,DST460,-16.47569494,8.795558043,-28.47989155,-47.86112804,5919.424389,0,Africa,South America,265,5947.664404
ORG582,DST155,53.97457632,29.11848537,47.72299021,144.93913,7203.38183,4,Europe,Asia,987,7241.15752
ORG733,DST257,51.74486598,-157.1543782,43.06748973,-112.6250135,3428.216749,7,North America,North America,474,3474.779136
ORG377,DST970,5.908234981,145.9090962,47.17459373,149.8485529,4604.020643,-4,Asia,Asia,95,4574.337735
ORG158,DST137,-14.45646638,16.49789517,-25.5707618,110.0539145,9666.053287,-5,Africa,Australia,800,9664.355923
ORG271,DST717,-17.61010556,151.4212321,5.357894909,149.5438139,2562.229293,6,Australia,Asia,996,2533.01494
ORG391,DST953,58.94335833,-82.73340009,56.05821546,-86.49739598,391.6469277,0,North America,North America,195,409.331267
ORG287,DST424,-17.23397545,9.389184371,58.83063548,44.71035502,9049.3498,4,Africa,Asia,656,9072.491563
ORG945,DST279,18.03216415,29.61389138,62.82036132,16.55457818,5081.012093,-1,Africa,Europe,443,5060.363535
ORG986,DST551,46.36684611,9.696887528,69.93945638,46.11917941,3280.721861,5,Europe,Europe,41,3297.652161
ORG140,DST638,61.54215754,-164.3101553,48.04097273,-54.72987563,6320.16223,-9,North America,North America,626,6340.953178
ORG243,DST631,-10.34605531,120.3627919,-18.14227304,51.96270868,7385.380945,-3,Australia,Africa,766,7361.736931
ORG343,DST770,16.28014643,107.0188861,-46.86448291,-55.93125827,16268.76149,9,Asia,South America,716,16225.85954
ORG177,DST414,-13.20260063,114.4086836,-25.06050734,-38.11472512,14821.19902,3,Australia,South America,68,14804.96384
ORG263,DST603,36.36778772,102.7234552,-35.76624849,-80.79013119,19692.29309,12,Asia,South America,243,19683.21173
ORG819,DST399,59.6508332,5.26107991,-18.10884147,157.0892717,14872.89883,-7,Europe,Australia,192,14834.55717
ORG504,DST872,-11.83087131,157.3155124,31.30934219,114.4259138,6626.494705,-12,Australia,Asia,986,6674.11219
ORG427,DST626,-33.27564025,143.3400543,22.77902982,140.5801343,6239.859147,-11,Australia,Asia,514,6278.08468
ORG446,DST509,-27.29751376,156.4948793,-13.74297696,-82.40034603,12197.3076,1,Australia,South America,837,12198.63115
ORG225,DST541,18.19627052,-0.398794423,15.8617664,20.4325449,2228.696186,9,Africa,Africa,838,2224.215647
ORG678,DST321,15.57553064,-130.6816985,20.38745062,18.96012604,14820.27243,10,North America,Africa,83,14803.38626
ORG723,DST297,-42.50163618,132.7483172,1.443707415,-19.6640626,14687.32447,5,Australia,Africa,685,14642.63918
ORG952,DST608,26.44234841,-155.1098095,11.93437336,-45.0093115,11348.83889,-4,North America,South America,126,11324.01006
ORG165,DST476,-25.70493488,-11.08197742,-20.43679529,126.4514799,13134.82427,-6,Africa,Australia,622,13109.27679
ORG159,DST928,57.96757168,97.01814331,45.3458545,26.03447075,4844.872337,1,Asia,Europe,32,4882.518457
ORG253,DST621,58.28790995,125.8668964,66.7989005,-120.6500188,5072.986246,5,Asia,North America,815,5093.689662
ORG784,DST554,-15.08091622,116.3926665,-4.692262987,-3.009325326,12989.53544,2,Australia,Africa,652,12942.13867
ORG257,DST847,-19.46019572,-41.33220299,61.58352011,-14.12489153,9330.711279,-8,South America,Europe,707,9361.482515
ORG475,DST684,-11.76490503,-69.40173636,-52.51493996,-30.24991979,5716.070605,-7,South America,South America,74,5714.045028
ORG167,DST271,20.81882593,138.4771808,-2.690237198,48.39120806,10122.75517,8,Asia,Africa,880,10164.58362
ORG839,DST295,-34.02749408,-14.09881101,63.2999887,-126.1140867,14428.13826,10,Africa,North America,357,14463.79238
ORG391,DST646,0.147174281,-66.84860622,27.8559484,58.06363331,13378.77119,-10,South America,Asia,385,13363.79792
ORG500,DST767,42.03282385,40.74832939,31.78303968,-135.8988798,11799.96916,-11,Europe,North America,279,11784.31381
ORG674,DST353,-42.83409296,129.3285432,-25.91064125,-71.09097291,12090.00282,-8,Australia,South America,640,12122.22196
ORG755,DST138,63.25499153,-109.1053668,-46.67029373,-43.6634195,13500.88702,-3,North America,South America,537,13488.02211
ORG743,DST698,13.71449491,12.44591244,-38.05657445,114.6685029,12002.88443,10,Africa,Australia,417,12049.24527
ORG746,DST902,-7.988464448,31.2144667,-22.74741796,49.3388426,2538.042058,12,Africa,Africa,770,2556.758935
ORG443,DST547,41.29232452,-50.24215125,-29.52066144,124.5221458,18623.51824,-12,North America,Australia,220,18596.85674
ORG938,DST123,-4.341183935,22.11753576,-38.1809605,124.1079055,10748.52176,12,Africa,Australia,210,10701.97432
ORG341,DST832,6.773042451,127.7601241,59.22832543,-16.35294512,12017.4803,-10,Asia,Europe,171,12007.94945
ORG730,DST148,-42.31098354,133.241509,51.26134922,47.35582581,13283.7038,-4,Australia,Europe,617,13271.89245
ORG706,DST114,64.96391357,-83.83105652,11.25706893,-48.39670994,6560.47157,12,North America,South America,449,6607.206339
ORG782,DST583,38.96257175,86.18391824,53.94152903,69.20850558,2101.692693,-10,Asia,Asia,47,2068.514793
ORG400,DST381,-4.317365874,-44.53678554,3.18344106,73.83230865,13177.26591,10,South America,Asia,256,13130.09509
ORG874,DST644,57.26272357,11.87159045,-31.97262665,-65.223595,12237.75972,-1,Europe,South America,933,12238.79231
ORG244,DST788,-13.92296518,150.7586326,68.93823029,-88.69989898,12641.81572,8,Australia,North America,631,12631.35532
ORG154,DST907,35.62109293,-97.53455708,-39.72693861,148.9042399,14285.57668,-10,North America,Australia,327,14266.60474
ORG982,DST569,61.72754022,47.83662756,-8.945386092,-56.66907158,11644.64008,7,Europe,South America,735,11606.51548
ORG594,DST145,40.5178902,70.9103816,-42.19740749,133.4403594,11138.57312,11,Asia,Australia,607,11180.51446
ORG351,DST966,-47.54126123,-32.1077881,42.20508823,-24.20995516,10009.5572,7,South America,Europe,203,10032.80971
ORG900,DST350,60.24841185,-59.98849611,52.50422445,4.980405859,3919.832276,2,North America,Europe,533,3906.407434
ORG838,DST295,48.74842675,-118.8843903,-8.388227513,39.62372138,15097.73169,-6,North America,Africa,801,15147.31431
ORG920,DST752,15.81788478,142.5945278,-32.39484512,152.3805893,5461.314574,-11,Asia,Australia,243,5411.914084
ORG255,DST558,33.44233463,40.21729512,-10.71284096,159.0048811,13323.3607,-4,Africa,Australia,955,13361.49036
ORG479,DST118,-14.80301458,125.2581764,37.58662009,-161.0282872,9631.365485,-8,Australia,North America,972,9624.922347
ORG814,DST561,11.14240857,-70.38889034,62.4456216,24.3258752,9151.109123,-1,South America,Europe,100,9148.764153
ORG428,DST393,34.71840233,63.37709162,30.7915356,-142.6679582,12236.93985,-11,Asia,North America,517,12284.8939
ORG995,DST373,8.852301443,15.13905914,-18.59031806,-49.98764321,7764.391787,-11,Africa,South America,598,7755.700033
ORG279,DST959,53.31261223,-92.60886506,11.56762241,80.40264105,12770.16974,2,North America,Asia,489,12765.27372
ORG647,DST218,65.34800879,-6.094903861,36.17131699,136.3344148,8268.854656,7,Europe,Asia,33,8301.914431
ORG447,DST107,1.850960437,-78.52208489,-37.67520266,-64.7693117,4617.486147,5,South America,South America,110,4585.771802
ORG766,DST568,-19.92285942,151.7802235,-5.445131203,-68.01909161,14830.14828,-2,Australia,South America,834,14784.18357
ORG884,DST463,54.38835826,27.45708914,-33.64516469,117.5127429,12987.74287,-3,Europe,Australia,201,12970.08324
ORG694,DST366,3.603475006,4.68877801,50.45581524,45.90307484,6475.280639,-9,Africa,Europe,223,6480.99502
ORG317,DST375,9.310475726,31.52354875,-9.579914798,15.49783079,2749.316438,4,Africa,Africa,129,2768.585355
ORG785,DST130,-19.16635864,-72.82564083,44.16093791,-102.8009136,7673.216903,9,South America,North America,7,7673.518069
ORG250,DST825,32.65642692,42.28079256,-10.73534488,-9.33788702,7294.553505,10,Africa,Africa,674,7252.568333
ORG191,DST788,-31.96834612,-62.23366748,56.10197996,104.4739186,17140.4077,11,South America,Asia,595,17153.21143
ORG185,DST175,34.63837947,54.32596631,14.13673369,44.44583841,2486.026316,8,Africa,Asia,601,2456.232789
ORG849,DST268,18.91605764,-19.35787849,-37.84187448,158.7024334,17902.23988,0,Africa,Australia,942,17856.61278
ORG115,DST203,-3.502610446,-83.42333011,-27.78645325,122.349683,15573.95533,11,South America,Australia,427,15604.51049
ORG419,DST707,-20.25576447,152.9419875,-42.73044169,137.3692944,2891.691306,-3,Australia,Australia,475,2887.39908
ORG596,DST191,-12.29472173,-41.74104868,43.32405969,-134.1347492,11133.35536,7,South America,North America,651,11109.93377
ORG355,DST897,46.13021786,-132.0729284,39.58203648,-54.96195582,6077.360037,-2,North America,North America,639,6050.939934
ORG320,DST518,13.30153329,41.84362656,56.77949709,16.99305522,5275.867862,0,Africa,Europe,39,5238.887818
ORG275,DST821,9.986452284,50.05319668,-33.9520787,148.3835979,11389.46461,9,Asia,Australia,281,11438.79534
ORG572,DST103,22.47039466,7.746991331,42.38456507,-146.2679702,12325.87424,4,Africa,North America,530,12277.61942
ORG160,DST559,32.9382121,41.20162277,2.014931568,102.5532252,7237.377587,4,Africa,Asia,178,7270.193458
ORG490,DST655,59.51250105,-72.84217076,59.62097357,-15.31732112,3137.274261,-5,North America,Europe,966,3137.723016
ORG608,DST226,15.82634105,34.16432845,39.15708125,-1.24857857,4305.411493,-1,Africa,Europe,725,4337.408552
ORG202,DST759,32.04031676,125.5520364,22.40426293,24.01488183,9717.820127,0,Asia,Africa,72,9667.864449
ORG545,DST606,46.21379378,35.01712173,30.34642002,-136.350093,11457.69965,-10,Europe,North America,447,11497.33429
ORG685,DST364,51.50951832,47.18963584,11.125327,7.493515006,5739.522012,-4,Europe,Africa,644,5705.908789
ORG285,DST877,32.63634018,-4.502579847,12.18812661,3.105420161,2402.400483,-2,Africa,Africa,613,2450.816795
ORG673,DST549,-15.62099179,-50.53766423,58.06613066,-134.8141252,11145.83567,-1,South America,North America,934,11099.47347
ORG840,DST161,-22.21188009,131.0508355,-12.11645957,124.9435559,1296.0376,4,Australia,Australia,535,1326.092233
ORG590,DST187,67.23043536,-95.57488455,46.39645276,54.38720421,7128.828373,12,North America,Asia,850,7087.038281
ORG666,DST545,2.480034188,106.108274,-23.61229017,-59.24080674,17185.54719,6,Asia,South America,738,17208.97319
ORG557,DST361,42.17167409,56.06125741,61.1939097,28.60786128,2796.884305,8,Asia,Europe,951,2771.807393
ORG943,DST698,54.2667186,-158.0069135,-48.95584205,-79.43571387,13613.32313,11,North America,South America,602,13598.91522
ORG888,DST506,30.08858984,106.3674216,17.80173607,132.8566452,3007.850188,-5,Asia,Asia,453,2966.100919
ORG507,DST455,-46.2454823,-37.77913654,16.14863274,51.34011229,11229.88289,-2,South America,Asia,883,11217.41327
ORG165,DST214,6.536840733,68.37318863,46.76993286,30.48591884,5747.043763,-12,Asia,Europe,768,5708.282251
